ligand,file,geometries,conformers,donor_element,donor_index,substituents,sterimol_l,sterimol_b1,sterimol_b5,percent_buried_volume,buried_volume,qvbur_min,qvbur_max,max_delta_qvbur,max_delta_qvbur_min,pyr_p,pyr_alpha
1504,.stericx/kraken_dft_cache/1504/55514.sdf,5,5,P,5,C C C,7.8988,2.5191,7.8484,30.0143,53.9040,11.0941,17.0223,5.4853,4.2311,0.9117,20.7247
1505,.stericx/kraken_dft_cache/1505/55519.sdf,4,4,P,7,C C C,7.0484,3.2381,7.4276,30.9936,55.6628,11.2246,17.9239,6.5331,4.1961,0.9222,19.3739
1506,.stericx/kraken_dft_cache/1506/55523.sdf,12,12,P,7,C C C,8.9608,3.0636,8.7795,29.5918,53.1452,11.0459,16.5194,4.9654,4.1845,0.9095,21.0125
1507,.stericx/kraken_dft_cache/1507/55535.sdf,24,24,P,7,C C C,7.8814,4.1840,8.6143,30.6172,54.9868,11.0522,17.9419,6.7449,4.2428,0.9321,18.0148
1508,.stericx/kraken_dft_cache/1508/55559.sdf,5,5,P,7,C C C,8.2337,2.7496,8.2510,30.7658,55.2537,11.2223,18.0504,6.6019,4.4292,0.9168,20.0489
1509,.stericx/kraken_dft_cache/1509/55564.sdf,3,3,P,7,C C C,6.9485,3.1902,7.9545,30.9017,55.4977,11.1703,18.3542,6.9935,4.4992,0.9237,19.1480
151,.stericx/kraken_dft_cache/151/34217.sdf,18,18,P,5,O O O,4.9417,2.6439,5.6351,43.5654,78.2410,14.6003,25.2623,9.9690,1.7600,0.9711,11.3394
1510,.stericx/kraken_dft_cache/1510/55567.sdf,7,7,P,7,C C C,9.1485,3.0344,9.0251,31.3038,56.2198,11.1647,17.8302,6.5540,4.0679,0.9236,19.2132
1517,.stericx/kraken_dft_cache/1517/55574.sdf,16,16,P,1,C C C,7.9117,3.3838,8.4914,25.4596,45.7240,9.8813,14.0833,3.5470,3.2403,0.9477,15.7247
1518,.stericx/kraken_dft_cache/1518/55590.sdf,6,6,P,3,H N N,4.7090,1.9596,4.7457,26.5306,47.6474,7.9921,15.8365,7.6191,7.4831,0.9281,16.3954
1519,.stericx/kraken_dft_cache/1519/55596.sdf,3,3,P,2,H H O,4.5890,1.6227,3.2913,20.6949,37.1668,7.9843,13.0235,5.0159,1.7600,0.9780,9.5660
152,.stericx/kraken_dft_cache/152/34235.sdf,27,27,P,6,O O O,6.7919,2.3090,8.2431,30.3940,54.5859,9.6308,17.4226,7.2077,2.1447,0.9622,12.7426
1520,.stericx/kraken_dft_cache/1520/55599.sdf,5,5,P,4,H Si Si,5.4073,3.1646,5.6346,26.5187,47.6261,8.0542,14.7914,6.7371,6.7371,0.9586,13.4140
1521,.stericx/kraken_dft_cache/1521/55604.sdf,2,2,P,2,H H S,4.8034,1.9878,3.6559,21.4142,38.4587,7.9843,14.0745,6.0902,2.9606,0.9755,10.4171
1522,.stericx/kraken_dft_cache/1522/55606.sdf,7,7,P,2,N N S,4.7104,2.7234,5.0124,30.8133,55.3390,11.2546,17.2724,5.5249,4.5808,0.9245,18.6420
1523,.stericx/kraken_dft_cache/1523/55613.sdf,14,14,P,2,O S S,4.6382,2.0617,5.1882,26.9225,48.3512,9.6161,15.2451,5.1020,2.8907,0.9255,18.4389
1524,.stericx/kraken_dft_cache/1524/55627.sdf,2,2,P,4,F Si Si,3.2251,1.6919,5.7150,27.6155,49.5959,9.2198,15.0769,5.3850,5.3850,0.9426,16.4135
1525,.stericx/kraken_dft_cache/1525/55629.sdf,2,2,P,2,F F S,3.1165,1.4700,4.8584,22.9686,41.2503,8.7128,14.3543,5.3850,2.2263,0.9571,13.9494
1526,.stericx/kraken_dft_cache/1526/55631.sdf,8,8,P,2,S Si Si,4.8780,2.8840,5.6828,31.8820,57.2582,12.5738,16.4086,3.7619,2.9256,0.8939,22.4713
1527,.stericx/kraken_dft_cache/1527/55639.sdf,6,6,P,4,N C C,5.3702,2.6904,6.8577,29.5431,53.0577,10.5875,16.2037,5.5502,2.1214,0.9344,17.5388
1528,.stericx/kraken_dft_cache/1528/55645.sdf,18,18,P,4,N N C,5.6659,2.8800,6.8500,31.5121,56.5940,11.2486,17.8012,6.4962,2.7741,0.9150,19.3519
1529,.stericx/kraken_dft_cache/1529/55663.sdf,23,23,P,4,C C C,6.9602,3.2464,7.5659,43.0829,77.3745,11.3944,28.8231,16.3938,11.5160,0.9108,20.7830
153,.stericx/kraken_dft_cache/153/34262.sdf,21,21,P,7,O O O,7.3858,1.9968,9.0380,29.9099,53.7166,9.2903,16.9866,6.7033,2.2962,0.9646,12.3487
1530,.stericx/kraken_dft_cache/1530/55686.sdf,7,7,P,2,C C C,6.9577,1.9990,6.8081,27.2706,48.9765,10.6752,14.3068,2.9606,2.5410,0.9419,16.3324
1531,.stericx/kraken_dft_cache/1531/55693.sdf,20,20,P,5,C C C,6.9622,2.9148,6.8692,40.3407,72.4497,11.5592,29.7412,16.8591,10.3155,0.9018,21.8681
1532,.stericx/kraken_dft_cache/1532/55713.sdf,21,21,P,5,C C C,6.9627,2.1278,6.9932,27.7883,49.9062,10.2289,15.7105,4.9499,2.9606,0.9351,17.5761
1533,.stericx/kraken_dft_cache/1533/55734.sdf,4,4,P,5,C C C,7.9035,2.4855,7.8493,28.2191,50.6799,11.4170,13.9434,1.4949,1.4920,0.9322,18.0617
1534,.stericx/kraken_dft_cache/1534/55738.sdf,3,3,P,8,C C C,6.9616,2.5180,8.3122,28.3273,50.8742,11.3645,14.1192,1.9893,1.9698,0.9316,18.1432
1535,.stericx/kraken_dft_cache/1535/55741.sdf,14,14,P,9,C C C,9.1372,3.2371,7.0076,28.2580,50.7499,11.4986,13.9105,1.3962,1.2938,0.9325,18.0137
1536,.stericx/kraken_dft_cache/1536/55755.sdf,16,16,P,4,C C C,10.1229,3.0392,6.8633,28.2386,50.7149,11.4971,13.8990,1.3688,1.2822,0.9325,18.0171
1537,.stericx/kraken_dft_cache/1537/55771.sdf,50,50,P,7,C C C,6.9802,2.3226,8.0376,30.8575,55.4183,10.2875,19.8822,8.9599,2.6692,0.9362,17.3722
1538,.stericx/kraken_dft_cache/1538/55821.sdf,3,3,P,6,C C C,7.3939,3.3023,7.4697,23.7323,42.6218,9.8609,11.4228,0.9674,0.9674,0.9262,18.8859
1539,.stericx/kraken_dft_cache/1539/55824.sdf,59,59,P,8,C C C,7.0223,2.5107,8.1573,33.4361,60.0493,10.5127,21.8396,10.5265,1.7834,0.9380,17.1237
154,.stericx/kraken_dft_cache/154/34283.sdf,16,16,P,3,C C C,6.9604,2.1734,6.7970,28.6211,51.4019,10.3213,16.6993,5.8913,2.8324,0.9327,17.8701
1540,.stericx/kraken_dft_cache/1540/55883.sdf,25,25,P,8,C C C,6.9458,3.0116,7.8392,39.2313,70.4572,10.7873,25.4780,14.5373,10.6069,0.9117,20.4392
1541,.stericx/kraken_dft_cache/1541/55908.sdf,6,6,P,7,C C C,6.9467,2.8661,7.8599,36.6790,65.8734,11.6209,28.8523,16.4640,16.4582,0.8985,22.3879
1542,.stericx/kraken_dft_cache/1542/55914.sdf,7,7,P,9,C C C,6.9612,2.5413,6.8303,34.0167,61.0920,11.3912,22.3960,10.5986,4.8838,0.9172,19.9319
1543,.stericx/kraken_dft_cache/1543/55921.sdf,37,37,P,4,C C C,7.4285,2.6075,9.5656,33.5005,60.1650,10.5045,21.8908,10.8334,2.4244,0.9345,17.5805
1544,.stericx/kraken_dft_cache/1544/55958.sdf,36,36,P,8,C C C,7.0501,2.5396,8.1732,32.4826,58.3369,10.5486,21.0869,9.3526,3.1704,0.9335,17.7073
1545,.stericx/kraken_dft_cache/1545/55994.sdf,10,10,P,5,C C C,7.3799,2.6588,6.8561,26.1806,47.0188,9.8143,14.5023,3.9036,3.8698,0.9397,16.9662
1546,.stericx/kraken_dft_cache/1546/56004.sdf,22,22,P,3,C C C,8.5735,3.8180,8.4911,36.9418,66.3455,11.9214,23.8671,11.3110,10.0008,0.8948,22.7737
1547,.stericx/kraken_dft_cache/1547/56026.sdf,38,38,P,11,C C C,6.9660,2.5290,8.0780,35.6396,64.0066,11.1835,22.5588,9.8554,4.4759,0.8979,22.3254
1548,.stericx/kraken_dft_cache/1548/56064.sdf,20,20,P,6,C C C,6.9496,2.2548,6.7733,30.6062,54.9670,10.5480,17.6313,6.5868,3.9047,0.9161,20.0479
1549,.stericx/kraken_dft_cache/1549/56084.sdf,7,7,P,10,C C C,6.9584,3.0434,6.7475,34.6156,62.1677,11.4378,25.5331,13.2211,12.8099,0.9131,20.5815
155,.stericx/kraken_dft_cache/155/34299.sdf,6,6,P,7,C C C,8.9529,3.1809,6.8696,28.2580,50.7499,11.4578,14.0143,1.5230,1.4920,0.9327,17.9858
1550,.stericx/kraken_dft_cache/1550/56091.sdf,17,17,P,3,C C C,6.9629,2.0601,6.7941,28.3168,50.8555,10.3415,16.2970,5.5558,3.0888,0.9399,16.7883
1551,.stericx/kraken_dft_cache/1551/56108.sdf,34,34,P,3,C C C,6.9685,2.5618,5.3997,30.6004,54.9566,10.4293,18.1294,7.1084,3.6600,0.9521,14.7431
1552,.stericx/kraken_dft_cache/1552/56142.sdf,10,10,P,9,C C C,8.2406,2.3682,7.6845,28.7091,51.5599,11.1932,14.8403,3.1284,2.4711,0.9261,18.8867
1553,.stericx/kraken_dft_cache/1553/56152.sdf,22,22,P,4,C C C,6.9644,2.0771,6.8681,28.1032,50.4717,10.1846,15.7916,5.4650,4.0796,0.9417,16.5805
1554,.stericx/kraken_dft_cache/1554/56174.sdf,10,10,P,6,N C C,6.6816,3.4312,6.8490,31.5810,56.7177,10.7666,19.8733,8.6965,2.9023,0.9331,17.9039
1555,.stericx/kraken_dft_cache/1555/56184.sdf,30,30,P,10,C C C,6.9272,3.2510,6.4299,41.0391,73.7038,13.0562,24.4763,11.0199,5.8979,0.9375,17.0591
1556,.stericx/kraken_dft_cache/1556/56214.sdf,35,35,P,7,C C C,6.9625,2.4239,8.0268,33.0394,59.3369,10.4384,22.2195,10.7404,2.3662,0.9361,17.3509
1557,.stericx/kraken_dft_cache/1557/56249.sdf,35,35,P,6,C C C,5.3557,2.9044,7.2642,31.9029,57.2958,10.6985,20.2806,8.9438,3.5900,0.9292,18.3630
1558,.stericx/kraken_dft_cache/1558/56284.sdf,7,7,P,4,C C C,7.1145,3.4061,7.8151,40.4818,72.7030,12.2121,27.2216,14.0853,12.2970,0.8544,26.8159
1559,.stericx/kraken_dft_cache/1559/56291.sdf,20,20,P,4,C C C,6.9672,2.3764,6.8068,30.1201,54.0939,10.4064,17.8656,6.8729,3.5551,0.9295,18.3343
156,.stericx/kraken_dft_cache/156/34305.sdf,1,1,P,7,C C C,4.2278,1.8579,4.6649,19.1589,34.4083,8.4739,8.7303,0.2564,0.2564,1.0888,-19.2419
1560,.stericx/kraken_dft_cache/1560/56311.sdf,32,32,P,4,C C C,6.9771,2.8979,6.0651,34.8737,62.6312,10.9504,21.2553,9.6394,4.4409,0.9432,16.2938
1561,.stericx/kraken_dft_cache/1561/56343.sdf,6,6,P,5,C C C,6.9675,2.0765,6.8001,32.9872,59.2431,10.4068,21.8587,10.1212,3.8465,0.9260,18.7371
1562,.stericx/kraken_dft_cache/1562/56349.sdf,35,35,P,4,C C C,6.9647,2.1744,6.8452,29.9447,53.7791,10.2316,18.7064,7.9750,1.7950,0.9380,17.1200
1563,.stericx/kraken_dft_cache/1563/56384.sdf,11,11,P,6,C C C,6.9550,2.5518,6.8622,35.8480,64.3809,10.9004,22.9579,9.8058,7.7628,0.8934,22.9244
1564,.stericx/kraken_dft_cache/1564/56395.sdf,14,14,P,4,C C C,6.9624,2.0331,7.0058,28.8347,51.7856,10.1606,16.8836,6.6006,4.5342,0.9401,16.8293
1565,.stericx/kraken_dft_cache/1565/56409.sdf,4,4,P,8,C C C,9.1263,3.1344,6.8672,28.2256,50.6916,11.4141,13.9317,1.4337,1.3754,0.9326,18.0051
1566,.stericx/kraken_dft_cache/1566/56413.sdf,9,9,P,4,C C C,11.0947,4.7935,7.0103,28.2068,50.6579,11.4552,13.9340,1.5010,1.4104,0.9332,17.9201
1567,.stericx/kraken_dft_cache/1567/56422.sdf,13,13,P,6,C C C,9.0333,2.9911,6.8628,29.8347,53.5814,10.8777,16.3990,5.4603,4.6391,0.9220,19.3569
1568,.stericx/kraken_dft_cache/1568/56435.sdf,25,25,P,6,C C C,9.0652,3.5076,8.8429,33.1815,59.5920,11.0787,18.8504,7.4719,6.3059,0.9273,18.6489
1569,.stericx/kraken_dft_cache/1569/56460.sdf,16,16,P,7,C C C,6.9629,2.2669,8.0620,28.6710,51.4915,10.3199,17.2304,6.8020,5.0470,0.9354,17.5155
157,.stericx/kraken_dft_cache/157/34306.sdf,32,32,P,7,C C C,7.9671,3.5603,8.4901,29.8151,53.5462,11.1427,16.6734,5.1279,1.8067,0.9367,17.2995
1570,.stericx/kraken_dft_cache/1570/56476.sdf,31,31,P,7,C C C,6.9674,2.6809,8.9234,31.5839,56.7230,10.1459,20.1907,9.7665,1.6901,0.9375,17.1803
1571,.stericx/kraken_dft_cache/1571/56507.sdf,37,37,P,6,C C C,6.9638,2.1210,7.0840,28.6638,51.4785,10.0616,16.7297,5.9798,3.0539,0.9350,17.5923
1572,.stericx/kraken_dft_cache/1572/56544.sdf,50,50,P,6,C C C,6.9704,2.9868,6.7725,37.6301,67.5815,10.9549,24.3152,12.6504,3.5201,0.9409,16.6782
1573,.stericx/kraken_dft_cache/1573/56594.sdf,18,18,P,4,C C C,7.2517,3.1316,7.6449,39.7528,71.3938,11.0932,29.6378,17.0125,4.1728,0.9128,20.4807
1574,.stericx/kraken_dft_cache/1574/56612.sdf,4,4,P,4,C C C,6.1222,2.6046,6.8996,27.9303,50.1612,10.9507,13.9055,2.1680,1.9349,0.9372,17.3192
1575,.stericx/kraken_dft_cache/1575/56616.sdf,24,24,P,8,O C C,5.9311,2.9450,6.8759,30.1532,54.1534,10.5384,18.8263,8.1684,5.4317,0.9451,15.8543
1576,.stericx/kraken_dft_cache/1576/56640.sdf,30,30,P,6,C C C,9.0463,3.5508,8.8076,35.2490,63.3052,11.0176,21.8661,10.4658,6.3292,0.9310,18.1149
1577,.stericx/kraken_dft_cache/1577/56670.sdf,25,25,P,8,C C C,9.7628,2.9821,6.8663,28.2352,50.7088,11.4755,13.9535,1.4234,1.3288,0.9326,18.0084
1578,.stericx/kraken_dft_cache/1578/56695.sdf,2,2,P,6,C C C,7.7852,3.3570,6.8641,26.2234,47.0957,9.7560,14.5990,4.0155,3.9980,0.9397,16.9671
1579,.stericx/kraken_dft_cache/1579/56697.sdf,23,23,P,3,C C C,6.9625,2.0260,6.7965,28.0704,50.4129,10.1386,16.1495,5.2599,3.6133,0.9355,17.4752
158,.stericx/kraken_dft_cache/158/34338.sdf,31,31,P,7,C C C,7.9638,3.7471,8.4955,31.6172,56.7827,11.2867,19.0131,7.1503,2.2379,0.9351,17.5357
1580,.stericx/kraken_dft_cache/1580/56720.sdf,25,25,P,8,C C C,9.4178,2.8002,9.9019,28.2702,50.7718,10.5178,14.8552,3.8301,2.1563,0.9403,16.7690
1581,.stericx/kraken_dft_cache/1581/56745.sdf,27,27,P,6,C C C,6.9612,2.2395,7.4646,32.0430,57.5474,10.3574,21.6748,10.3064,3.6716,0.9389,16.9343
1582,.stericx/kraken_dft_cache/1582/56772.sdf,39,39,P,6,C C C,6.9629,2.8405,7.5985,39.3480,70.6668,10.6804,27.2674,15.3586,1.5852,0.9413,16.4973
1583,.stericx/kraken_dft_cache/1583/56811.sdf,14,14,P,8,C C C,9.0216,3.9744,6.8608,34.5655,62.0778,11.3953,25.5831,13.3294,12.7982,0.9123,20.6858
1584,.stericx/kraken_dft_cache/1584/56825.sdf,28,28,P,6,C C C,6.9672,2.4569,7.3814,35.2461,63.3000,10.4458,23.3635,11.2713,2.3778,0.9352,17.5722
1585,.stericx/kraken_dft_cache/1585/56853.sdf,14,14,P,3,C C C,8.6623,3.4596,8.5136,29.9487,53.7862,10.7792,16.8270,5.5699,3.4385,0.9213,19.3490
1586,.stericx/kraken_dft_cache/1586/56867.sdf,27,27,P,3,C C C,8.6125,4.1125,8.4849,51.3978,92.3075,12.4572,34.5503,19.4891,10.1523,0.8817,24.2392
1587,.stericx/kraken_dft_cache/1587/56894.sdf,35,35,P,4,C C C,7.4910,2.5664,11.1135,28.0470,50.3709,10.9622,14.3851,2.9972,2.4944,0.9377,17.2417
1588,.stericx/kraken_dft_cache/1588/56929.sdf,16,16,P,6,O C C,5.2685,2.9614,6.8776,30.3657,54.5351,10.6280,18.6371,7.7191,5.0820,0.9522,14.8795
1589,.stericx/kraken_dft_cache/1589/56945.sdf,28,28,P,6,O O C,5.5752,2.9192,6.8652,29.9404,53.7712,9.8563,18.6736,8.2882,4.8955,0.9533,14.3695
159,.stericx/kraken_dft_cache/159/34369.sdf,37,37,P,30,C C C,10.3607,5.5153,9.8251,31.0618,55.7852,11.3415,17.1084,5.2527,1.8300,0.9310,18.0461
1590,.stericx/kraken_dft_cache/1590/56973.sdf,16,16,P,8,C C C,6.9608,2.6362,6.7874,31.7822,57.0790,11.2516,19.6417,8.0987,4.0796,0.9142,20.3736
1591,.stericx/kraken_dft_cache/1591/56989.sdf,2,2,P,2,C C C,4.5191,1.7000,6.8115,25.0389,44.9685,9.6336,15.1935,5.2626,5.2568,0.9551,14.4654
1592,.stericx/kraken_dft_cache/1592/56991.sdf,20,20,P,12,C C C,11.1576,3.3221,6.8727,28.2801,50.7895,11.3348,14.1946,1.7525,1.5269,0.9325,18.0095
1593,.stericx/kraken_dft_cache/1593/57011.sdf,56,56,P,8,C C C,6.9867,2.6066,7.6845,37.7326,67.7656,11.1345,24.3613,12.0364,2.0748,0.9362,17.3721
1594,.stericx/kraken_dft_cache/1594/57067.sdf,28,28,P,15,C C C,6.9603,2.9152,7.1321,44.0101,79.0396,11.1318,33.3297,19.0549,2.4594,0.9186,19.6525
1595,.stericx/kraken_dft_cache/1595/57095.sdf,41,41,P,12,C C C,6.7796,2.9693,7.6367,37.1008,66.6309,11.6667,27.2484,14.8542,2.7974,0.9097,20.8679
1596,.stericx/kraken_dft_cache/1596/57136.sdf,4,4,P,12,C C C,13.5334,3.3996,6.8655,28.2191,50.6799,11.4986,13.8676,1.3142,1.2938,0.9322,18.0534
1597,.stericx/kraken_dft_cache/1597/57140.sdf,1,1,P,22,C C C,6.9583,3.0537,11.2072,28.3035,50.8315,11.3995,14.2902,1.9582,1.9582,0.9352,17.6163
1598,.stericx/kraken_dft_cache/1598/57141.sdf,56,56,P,10,C C C,9.6964,2.7043,8.4146,28.3632,50.9387,11.0171,14.5953,2.9662,1.3987,0.9343,17.7477
1599,.stericx/kraken_dft_cache/1599/57197.sdf,33,33,P,4,C C C,7.0674,3.3677,9.4057,51.9134,93.2336,10.9894,32.5440,19.4693,2.1797,0.9238,19.0887
16,.stericx/kraken_dft_cache/16/31923.sdf,2,2,P,8,C C C,8.2574,2.7471,8.3076,28.1867,50.6216,11.5160,13.8414,1.3346,1.3288,0.9333,17.9021
160,.stericx/kraken_dft_cache/160/34406.sdf,35,35,P,4,C C C,6.9754,2.6821,6.1469,31.2086,56.0490,11.3579,16.8541,4.9787,1.9465,0.9251,18.8988
1600,.stericx/kraken_dft_cache/1600/57230.sdf,55,55,P,10,C C C,6.9801,2.4042,8.1781,33.6793,60.4862,10.3958,22.0555,10.2125,1.6435,0.9408,16.7420
1601,.stericx/kraken_dft_cache/1601/57285.sdf,28,28,P,6,C C C,7.8075,2.3761,6.8750,26.1267,46.9221,9.7872,14.4084,4.0046,3.7416,0.9419,16.6280
1602,.stericx/kraken_dft_cache/1602/57313.sdf,40,40,P,4,C C C,10.7110,3.8384,7.3194,34.7566,62.4209,10.6252,24.5509,12.8069,3.5434,0.9288,18.2705
1603,.stericx/kraken_dft_cache/1603/57353.sdf,36,36,P,4,C C C,6.9650,2.3268,7.4386,32.2086,57.8448,10.1957,21.1302,10.3663,3.3919,0.9379,17.1291
1604,.stericx/kraken_dft_cache/1604/57389.sdf,10,10,P,16,C C B,6.9435,2.5329,8.5148,44.9650,80.7545,12.8961,30.1049,13.8612,13.8006,0.7058,40.5274
1605,.stericx/kraken_dft_cache/1605/57399.sdf,28,28,P,6,C C C,6.9636,2.1133,6.9729,30.5875,54.9335,10.2368,19.9046,9.4650,3.0538,0.9283,18.5144
1606,.stericx/kraken_dft_cache/1606/57427.sdf,39,39,P,12,N C C,6.2109,2.6120,10.2631,31.9706,57.4173,10.1430,20.7215,9.6353,3.8814,0.9309,17.9400
1607,.stericx/kraken_dft_cache/1607/57466.sdf,39,39,P,6,C C C,6.9648,2.4318,7.3147,31.8160,57.1397,10.2892,21.3967,10.6266,1.9349,0.9371,17.2729
1608,.stericx/kraken_dft_cache/1608/57505.sdf,55,55,P,12,C C C,9.9707,2.9070,8.5045,28.9351,51.9659,11.3376,15.1025,2.8968,1.3404,0.9332,17.9198
161,.stericx/kraken_dft_cache/161/34441.sdf,17,17,P,4,C C C,6.9650,2.1399,6.8161,29.3018,52.6244,10.9003,15.7869,4.5760,2.5993,0.9285,18.5070
1610,.stericx/kraken_dft_cache/1610/57560.sdf,25,25,P,9,C C C,6.9637,2.0261,8.0628,28.6828,51.5126,10.0908,16.8890,6.7264,5.0120,0.9384,17.0801
1611,.stericx/kraken_dft_cache/1611/57585.sdf,12,12,P,7,C C C,6.9607,2.6496,7.1170,27.6815,49.7144,11.0323,14.4252,3.0840,2.0631,0.9346,17.6943
1612,.stericx/kraken_dft_cache/1612/57597.sdf,11,11,P,11,C C C,6.9483,3.0801,7.2752,34.0124,61.0844,11.1621,20.9785,9.4678,4.5808,0.9258,18.8640
1613,.stericx/kraken_dft_cache/1613/57608.sdf,43,43,P,5,C C C,6.9651,2.6678,7.6477,37.4324,67.2265,10.4404,26.2909,13.8152,1.8883,0.9367,17.3210
1614,.stericx/kraken_dft_cache/1614/57651.sdf,17,17,P,6,C C C,6.9678,2.3404,7.0513,31.9242,57.3341,10.6446,20.9375,9.2116,2.5876,0.9369,17.2710
1615,.stericx/kraken_dft_cache/1615/57668.sdf,33,33,P,4,C C C,6.9655,2.9759,9.7767,41.3392,74.2429,10.3844,28.5326,15.8987,2.2846,0.9372,17.2236
1616,.stericx/kraken_dft_cache/1616/57701.sdf,58,58,P,5,C C C,6.9616,2.5743,7.7333,34.4815,61.9269,10.4467,24.7610,13.6002,3.3336,0.9286,18.4548
1618,.stericx/kraken_dft_cache/1618/57759.sdf,34,34,P,7,C C C,6.9650,2.2666,7.7878,31.7599,57.0389,10.4543,20.2395,9.0162,2.7625,0.9349,17.5784
1619,.stericx/kraken_dft_cache/1619/57793.sdf,27,27,P,4,C C C,6.9644,2.2474,6.9012,31.8279,57.1611,10.3142,20.9483,9.7871,3.1704,0.9379,17.1366
162,.stericx/kraken_dft_cache/162/34458.sdf,15,15,P,4,C C C,6.9667,2.4398,6.8236,31.8332,57.1707,11.2254,18.9191,7.1583,2.2263,0.9270,18.6927
1620,.stericx/kraken_dft_cache/1620/57820.sdf,24,24,P,4,C C C,12.9960,2.9628,8.0019,28.0777,50.4259,10.9600,14.0896,2.1078,2.0398,0.9356,17.5409
1621,.stericx/kraken_dft_cache/1621/57844.sdf,18,18,P,4,C C C,9.4411,3.0526,7.2335,34.3584,61.7058,11.2046,23.3442,12.0341,3.3103,0.9321,18.0106
1622,.stericx/kraken_dft_cache/1622/57862.sdf,39,39,P,7,C C C,6.9649,2.2657,7.2389,32.1107,57.6690,10.1164,21.9792,11.4309,2.9956,0.9299,18.2847
1623,.stericx/kraken_dft_cache/1623/57901.sdf,4,4,P,7,C C C,10.4286,2.8756,6.8533,26.0968,46.8684,9.7793,14.6923,4.4817,3.8115,0.9364,17.4508
1624,.stericx/kraken_dft_cache/1624/57905.sdf,14,14,P,7,C C Si,6.9649,2.2538,6.8604,32.3723,58.1389,10.9949,19.4446,6.8137,3.7299,0.9055,21.2738
1625,.stericx/kraken_dft_cache/1625/57919.sdf,24,24,P,4,C C C,6.9643,2.2521,7.2140,30.6102,54.9742,10.3281,19.1648,8.3554,3.1704,0.9364,17.3135
1626,.stericx/kraken_dft_cache/1626/57943.sdf,17,17,P,11,C C C,6.9647,3.1227,7.1345,39.4027,70.7651,11.3056,29.1617,16.4198,4.8139,0.9320,18.0394
1627,.stericx/kraken_dft_cache/1627/57960.sdf,15,15,P,9,N C C,6.8395,3.0360,6.8923,29.7097,53.3569,10.6069,18.8103,7.8079,3.8931,0.9298,18.1732
1628,.stericx/kraken_dft_cache/1628/57975.sdf,38,38,P,11,C C C,6.9575,2.5549,7.3392,35.1745,63.1714,11.2519,24.7259,12.4516,4.6857,0.9166,20.0892
1629,.stericx/kraken_dft_cache/1629/58013.sdf,5,5,P,7,C C C,8.2283,3.0964,7.7686,31.0254,55.7199,11.2293,18.1016,6.8001,4.7090,0.9231,19.2454
163,.stericx/kraken_dft_cache/163/34473.sdf,23,23,P,6,C C C,7.9366,2.6414,7.8399,40.9609,73.5635,11.9813,24.8134,10.0707,6.9003,0.8384,28.2615
1630,.stericx/kraken_dft_cache/1630/58018.sdf,6,6,P,4,C C C,7.5581,2.7075,8.8482,30.6918,55.1208,11.2363,17.9326,6.2825,3.4035,0.9227,19.3361
1631,.stericx/kraken_dft_cache/1631/58024.sdf,5,5,P,4,C C C,6.9609,2.5208,8.0356,30.3764,54.5544,11.0755,17.2461,6.0051,4.6391,0.9175,19.9736
1632,.stericx/kraken_dft_cache/1632/58029.sdf,13,13,P,4,C C C,7.5958,2.6598,8.0981,29.0329,52.1414,10.9126,15.0684,3.9182,3.3686,0.9256,18.9393
1633,.stericx/kraken_dft_cache/1633/58042.sdf,25,25,P,7,C C C,6.9641,2.4698,7.1118,30.8819,55.4621,11.4480,16.0674,3.9812,3.1704,0.9154,20.2427
1634,.stericx/kraken_dft_cache/1634/58067.sdf,37,37,P,4,C C C,6.9643,2.2812,6.8879,31.3512,56.3050,10.3549,20.1272,9.0689,3.4152,0.9372,17.1902
1635,.stericx/kraken_dft_cache/1635/58104.sdf,38,38,P,4,C C C,6.0675,3.3334,6.1803,37.2124,66.8314,11.9384,23.3940,10.7578,3.1471,0.9299,18.2411
1636,.stericx/kraken_dft_cache/1636/58142.sdf,52,52,P,4,C C C,6.3240,2.9905,6.5868,35.9087,64.4900,11.7238,21.3131,9.0726,2.3079,0.9466,15.7888
1637,.stericx/kraken_dft_cache/1637/58194.sdf,39,39,P,4,C C C,5.7731,3.0833,5.4363,33.2952,59.7963,11.4667,20.4224,8.1278,2.4594,0.9270,18.6008
1638,.stericx/kraken_dft_cache/1638/58233.sdf,41,41,P,4,C C C,5.1171,2.5330,5.6584,28.4830,51.1539,9.6346,19.5908,9.6665,1.3521,0.9553,14.1896
1639,.stericx/kraken_dft_cache/1639/58274.sdf,64,64,P,3,C C C,6.2545,2.7953,6.2709,31.4705,56.5192,10.2363,19.6007,8.8239,1.5502,0.9512,15.0412
164,.stericx/kraken_dft_cache/164/34496.sdf,42,42,P,11,C C C,7.5009,3.4814,7.9294,29.1537,52.3584,10.8478,16.0111,4.8386,2.6109,0.9356,17.5030
1640,.stericx/kraken_dft_cache/1640/58338.sdf,34,34,P,4,C Si Si,5.8552,3.0778,5.7289,33.3209,59.8425,11.7708,19.6766,7.5472,2.2263,0.9057,21.1368
1641,.stericx/kraken_dft_cache/1641/58372.sdf,48,48,P,2,C C C,4.9002,2.6701,6.6817,32.2277,57.8792,10.1484,20.6154,10.0438,1.0257,0.9502,15.1014
1642,.stericx/kraken_dft_cache/1642/58420.sdf,55,55,P,4,C C C,6.9894,3.2434,7.3997,45.1022,81.0010,11.2355,33.2781,20.3682,4.3010,0.9385,16.9390
