ligand,file,geometries,conformers,donor_element,donor_index,substituents,sterimol_l,sterimol_b1,sterimol_b5,percent_buried_volume,buried_volume,qvbur_min,qvbur_max,max_delta_qvbur,max_delta_qvbur_min,pyr_p,pyr_alpha
242,.stericx/kraken_dft_cache/242/36083.sdf,11,11,P,6,C C C,6.9552,2.8051,7.1420,28.2409,50.7191,11.5150,13.8811,1.3425,1.3055,0.9326,18.0023
243,.stericx/kraken_dft_cache/243/36094.sdf,1,1,P,7,C C C,4.0773,1.7569,5.3460,21.3785,38.3946,9.2665,9.9308,0.6644,0.6644,0.9907,6.4881
244,.stericx/kraken_dft_cache/244/36095.sdf,26,26,P,16,C C C,7.3218,2.1447,8.3356,27.3237,49.0719,9.7183,16.6810,6.7425,2.4128,0.9540,14.3647
245,.stericx/kraken_dft_cache/245/36121.sdf,40,40,P,7,N C C,6.3999,3.8077,9.0257,41.3710,74.3001,11.4106,30.1442,17.8388,7.6696,0.9622,12.6320
246,.stericx/kraken_dft_cache/246/36161.sdf,9,9,P,0,C C C,8.9528,3.3111,8.8485,28.1895,50.6268,11.4681,13.8641,1.3378,1.2705,0.9347,17.7037
247,.stericx/kraken_dft_cache/247/36170.sdf,45,45,P,5,N N C,5.4469,3.0586,5.7674,33.9731,61.0138,10.8309,19.8472,8.2993,4.3243,0.9164,19.5230
248,.stericx/kraken_dft_cache/248/36215.sdf,5,5,P,4,C C Si,6.9688,1.9398,6.7478,28.2464,50.7289,10.7118,14.2925,3.5807,3.5784,0.9322,17.8761
249,.stericx/kraken_dft_cache/249/36220.sdf,28,28,P,7,C C C,7.1614,2.7351,8.0235,28.1876,50.6233,11.3674,13.9575,1.5207,1.2822,0.9354,17.6049
25,.stericx/kraken_dft_cache/25/32037.sdf,24,24,P,16,C C C,7.3682,3.3275,8.1661,48.5043,87.1110,11.3218,35.0440,20.1706,6.0727,0.9044,21.3393
250,.stericx/kraken_dft_cache/250/36248.sdf,23,23,P,14,C C C,7.0818,3.0182,8.6660,44.2763,79.5177,10.9003,33.0835,18.4797,4.7906,0.9137,20.2560
251,.stericx/kraken_dft_cache/251/36271.sdf,32,32,P,3,C C C,4.8419,2.5143,5.7388,27.8658,50.0454,9.8999,15.6182,5.3570,1.0257,0.9510,15.0000
252,.stericx/kraken_dft_cache/252/36303.sdf,30,30,P,4,C C C,5.6471,3.2327,6.0023,38.2853,68.7583,12.1074,21.8576,8.6910,2.1447,0.9479,15.5077
253,.stericx/kraken_dft_cache/253/36333.sdf,3,3,P,5,C C C,6.9859,3.6753,7.7686,37.9002,68.0667,14.2086,19.4226,4.7867,3.0189,0.9118,20.7060
254,.stericx/kraken_dft_cache/254/36336.sdf,5,5,P,4,C Si Si,4.8746,2.9885,5.7115,33.9110,60.9022,13.7890,17.2741,2.6226,2.6226,0.8650,26.1010
255,.stericx/kraken_dft_cache/255/36341.sdf,15,15,P,2,C C C,4.9125,1.9099,6.8338,26.1552,46.9733,9.8990,14.5303,4.5917,3.3219,0.9390,16.9998
256,.stericx/kraken_dft_cache/256/36356.sdf,5,5,P,6,N N C,4.6527,2.7743,6.8885,27.2417,48.9245,9.8353,14.3368,4.2940,3.7299,0.9695,11.6809
257,.stericx/kraken_dft_cache/257/36361.sdf,2,2,P,7,C C C,6.9614,2.5361,8.6794,28.3197,50.8606,11.3062,14.2260,2.2263,2.2030,0.9299,18.3728
258,.stericx/kraken_dft_cache/258/36363.sdf,31,31,P,4,O O C,5.2302,3.0256,6.8862,33.5144,60.1900,10.5648,20.7821,9.7312,6.5506,0.9510,14.6269
259,.stericx/kraken_dft_cache/259/36394.sdf,8,8,P,2,C C C,7.3788,2.6991,8.2899,34.3020,61.6044,10.8619,23.0962,11.2625,2.7508,0.9241,18.8547
26,.stericx/kraken_dft_cache/26/32061.sdf,20,20,P,16,C C C,7.3960,3.6735,7.8880,43.6238,78.3458,11.0312,32.6908,18.3592,2.3312,0.9234,18.9272
260,.stericx/kraken_dft_cache/260/36402.sdf,4,4,P,7,C C C,6.9594,2.8542,6.8047,32.0678,57.5919,11.1664,19.8821,8.5642,4.0796,0.9266,18.7621
261,.stericx/kraken_dft_cache/261/36406.sdf,25,25,P,9,C C C,10.3323,2.9634,10.1334,28.2544,50.7433,11.4410,14.0058,1.4831,1.2122,0.9328,17.9671
262,.stericx/kraken_dft_cache/262/36431.sdf,3,3,P,4,C C C,6.9610,2.5176,9.2213,30.7156,55.1636,11.1586,17.7170,6.4263,4.6973,0.9184,19.8556
263,.stericx/kraken_dft_cache/263/36434.sdf,22,22,P,15,C C C,6.9710,3.9160,7.2656,51.8541,93.1271,13.2639,34.9015,18.9324,2.0748,0.9131,20.1835
264,.stericx/kraken_dft_cache/264/36456.sdf,36,36,P,16,C C C,6.9669,2.4140,8.6625,30.5000,54.7763,9.7152,20.4160,9.9085,1.6318,0.9543,14.2644
265,.stericx/kraken_dft_cache/265/36492.sdf,8,8,P,7,C C C,6.9618,1.9191,8.2925,24.3453,43.7228,9.4588,13.8021,4.2573,3.1354,0.9579,13.7093
266,.stericx/kraken_dft_cache/266/36500.sdf,5,5,P,7,C C C,6.9600,2.4348,6.7896,30.0844,54.0298,11.1151,17.0363,5.5226,4.2311,0.9112,20.7889
267,.stericx/kraken_dft_cache/267/36505.sdf,21,21,P,3,C C S,6.9469,2.3816,7.4059,32.9751,59.2215,10.7451,20.1664,9.0977,3.7998,0.9173,19.7268
268,.stericx/kraken_dft_cache/268/36526.sdf,4,4,P,7,C C C,6.9564,2.6510,6.7878,30.7762,55.2724,11.0848,17.9064,6.6002,4.4292,0.9165,20.0532
269,.stericx/kraken_dft_cache/269/36530.sdf,3,3,P,14,N N C,6.8939,2.6620,6.8456,32.9353,59.1499,9.7560,18.5213,8.7653,8.7653,0.9662,12.0468
27,.stericx/kraken_dft_cache/27/32081.sdf,22,22,P,16,C C C,6.9571,3.5189,7.0451,52.3783,94.0686,13.2358,35.2035,17.1199,6.3175,0.8993,22.0502
271,.stericx/kraken_dft_cache/271/36533.sdf,32,32,P,2,C C C,5.5306,2.9805,7.3200,50.8703,91.3602,14.0873,32.5797,17.1586,4.1262,0.9300,18.1048
272,.stericx/kraken_dft_cache/272/36565.sdf,51,51,P,4,N C C,5.3389,3.2172,6.7066,36.3173,65.2238,11.5007,21.6782,9.1679,2.2612,0.9386,16.8452
273,.stericx/kraken_dft_cache/273/36616.sdf,13,13,P,9,C C C,6.9474,2.5264,7.4166,33.1466,59.5295,11.1825,21.6477,10.0501,2.0398,0.9230,19.1664
274,.stericx/kraken_dft_cache/274/36629.sdf,9,9,P,4,C C C,5.4557,3.5223,5.1162,38.0228,68.2868,13.9249,20.9690,6.4574,5.8513,0.8796,24.2452
275,.stericx/kraken_dft_cache/275/36638.sdf,4,4,P,5,C C C,7.6059,2.5799,6.8726,28.3278,50.8752,11.3412,14.2464,1.7571,1.7134,0.9317,18.1234
276,.stericx/kraken_dft_cache/276/36642.sdf,3,3,P,4,C C C,9.1007,4.2697,7.9814,57.8942,103.9747,15.6150,42.0817,23.4517,23.1720,0.8640,26.0654
277,.stericx/kraken_dft_cache/277/36645.sdf,27,27,P,13,C C C,6.9869,3.8539,7.2967,51.7665,92.9698,14.5816,36.1139,19.0423,2.8674,0.9225,19.0757
278,.stericx/kraken_dft_cache/278/36672.sdf,19,19,P,15,C C C,6.9555,3.0206,7.0050,44.6320,80.1565,11.1357,34.0359,20.0500,2.3428,0.9198,19.5076
279,.stericx/kraken_dft_cache/279/36691.sdf,6,6,P,6,C C C,6.9641,2.4692,6.9155,28.2451,50.7266,11.5122,13.8803,1.3385,1.2938,0.9330,17.9531
28,.stericx/kraken_dft_cache/28/32103.sdf,17,17,P,16,C C C,8.1620,3.0393,8.2761,43.2835,77.7347,11.2041,31.4552,16.6851,2.1214,0.9161,19.9654
280,.stericx/kraken_dft_cache/280/36697.sdf,6,6,P,13,C C C,6.9835,4.0476,7.3844,52.6220,94.5062,15.2887,37.8079,20.9612,6.6555,0.8512,27.2746
281,.stericx/kraken_dft_cache/281/36703.sdf,6,6,P,15,C C C,6.9482,3.8967,7.3173,52.4219,94.1468,15.1741,35.0144,17.9287,4.3593,0.8368,28.6487
282,.stericx/kraken_dft_cache/282/36709.sdf,7,7,P,7,C C C,6.9507,2.7593,6.8367,30.7011,55.1375,11.2746,18.3781,6.5240,3.7998,0.9166,20.1275
284,.stericx/kraken_dft_cache/284/36716.sdf,15,15,P,6,C C C,6.9616,2.5219,7.0987,27.4386,49.2781,10.8377,14.4261,3.3919,2.8557,0.9331,17.9009
285,.stericx/kraken_dft_cache/285/36731.sdf,13,13,P,4,C C C,6.8511,3.3147,5.1276,36.1645,64.9495,13.9530,19.2116,4.4472,3.4618,0.8669,25.6248
286,.stericx/kraken_dft_cache/286/36744.sdf,17,17,P,6,C C C,7.9353,3.7180,6.6522,43.7534,78.5787,14.0426,27.8117,13.0903,7.0635,0.8811,24.2235
287,.stericx/kraken_dft_cache/287/36761.sdf,39,39,P,4,C C C,6.9979,3.8347,6.8449,48.3657,86.8620,13.7062,32.7573,17.7307,4.2311,0.9280,18.4023
288,.stericx/kraken_dft_cache/288/36800.sdf,24,24,P,13,C C C,11.0876,2.7918,7.9104,28.2954,50.8169,11.3427,14.1304,1.9912,1.8533,0.9314,18.1706
289,.stericx/kraken_dft_cache/289/36824.sdf,13,13,P,7,C C C,6.9462,2.6593,6.7464,30.6359,55.0204,10.9879,16.8034,5.4810,3.9164,0.9237,19.0859
29,.stericx/kraken_dft_cache/29/32120.sdf,36,36,P,16,C C C,7.4728,4.6157,8.6413,48.7672,87.5832,10.9838,33.5516,18.7806,3.7998,0.9157,19.8768
290,.stericx/kraken_dft_cache/290/36837.sdf,32,32,P,8,C C C,7.0014,4.2287,6.8634,48.5229,87.1444,13.3566,34.9055,19.2035,3.1471,0.9256,18.7444
291,.stericx/kraken_dft_cache/291/36869.sdf,17,17,P,7,C C C,7.9008,4.1360,9.7638,52.3040,93.9350,16.2449,31.7466,14.6426,10.2106,0.7372,37.5529
292,.stericx/kraken_dft_cache/292/36886.sdf,7,7,P,4,C C C,6.3474,4.2503,10.4877,57.4562,103.1882,15.3409,39.9815,21.1422,19.4887,0.8746,24.8700
293,.stericx/kraken_dft_cache/293/36893.sdf,41,41,P,8,C C C,7.0041,3.8465,6.4333,47.2661,84.8872,11.0299,35.4997,21.7855,7.7978,0.9465,15.3199
294,.stericx/kraken_dft_cache/294/36934.sdf,20,20,P,24,C C C,6.9616,3.3465,10.3201,34.4750,61.9151,11.2217,22.8345,11.4205,4.2777,0.9349,17.6072
295,.stericx/kraken_dft_cache/295/36954.sdf,10,10,P,4,C C C,7.0082,4.2670,9.6892,59.0524,106.0549,15.7588,41.0498,22.4773,21.7150,0.8661,25.7914
296,.stericx/kraken_dft_cache/296/36964.sdf,2,2,P,4,C C C,8.6993,4.2435,7.3178,51.6096,92.6879,15.7063,38.1906,21.0156,20.7475,0.8657,25.7046
297,.stericx/kraken_dft_cache/297/36966.sdf,6,6,P,4,N C C,6.5585,3.2261,5.1040,36.2928,65.1799,12.4990,20.3726,6.4146,5.8629,0.8610,26.3637
298,.stericx/kraken_dft_cache/298/36972.sdf,1,1,P,0,C C C,6.9644,2.4871,7.7464,29.1472,52.3467,10.2339,18.0434,7.4948,7.4948,0.9368,17.3578
299,.stericx/kraken_dft_cache/299/36973.sdf,2,2,P,4,C C C,6.2450,4.2145,7.3611,51.1228,91.8137,15.5490,38.0507,20.9340,20.8058,0.8645,25.8853
3,.stericx/kraken_dft_cache/3/31734.sdf,23,23,P,0,C C C,6.9830,4.4792,7.1456,52.4183,94.1403,12.9857,38.9318,22.6799,2.4128,0.9134,20.2416
30,.stericx/kraken_dft_cache/30/32156.sdf,11,11,P,4,C C C,6.9630,3.2157,5.1184,35.0161,62.8869,13.5813,17.9840,3.6759,2.7508,0.8538,27.1146
300,.stericx/kraken_dft_cache/300/36975.sdf,7,7,P,9,C C C,9.3056,2.5667,8.3327,28.3192,50.8598,11.3445,14.1436,2.0148,1.9349,0.9308,18.2511
301,.stericx/kraken_dft_cache/301/36982.sdf,24,24,P,7,C C C,6.9883,3.3410,6.5985,41.9333,75.3099,13.7637,24.8392,10.5797,3.4735,0.9260,18.7094
302,.stericx/kraken_dft_cache/302/37006.sdf,30,30,P,14,C C C,6.9853,3.9722,7.2527,48.3794,86.8867,12.5993,35.7961,21.1912,2.5760,0.9159,19.9668
303,.stericx/kraken_dft_cache/303/37036.sdf,5,5,P,9,C C C,6.9608,2.6592,7.0103,36.8731,66.2219,10.9775,25.2980,12.7329,9.6394,0.9264,18.7037
304,.stericx/kraken_dft_cache/304/37041.sdf,14,14,P,10,C C C,9.1363,4.7599,6.7446,48.2277,86.6143,14.4417,33.1719,17.9027,15.1643,0.8750,24.9913
305,.stericx/kraken_dft_cache/305/37055.sdf,12,12,P,6,C C C,6.9602,2.5279,6.8405,27.5804,49.5328,10.9536,14.5116,3.4026,2.9023,0.9318,18.0948
306,.stericx/kraken_dft_cache/306/37067.sdf,5,5,P,12,C C C,6.9622,4.3990,7.3952,47.9660,86.1442,15.3602,33.1867,16.4931,4.6973,0.8213,30.1309
307,.stericx/kraken_dft_cache/307/37072.sdf,21,21,P,17,N C C,7.1286,4.5476,7.3895,46.5238,83.5540,12.9331,33.1988,18.7399,7.1567,0.9025,21.7510
308,.stericx/kraken_dft_cache/308/37093.sdf,29,29,P,6,C C C,6.9968,3.2582,6.4799,40.9151,73.4813,10.3915,31.9778,20.3396,5.3850,0.9420,16.0139
309,.stericx/kraken_dft_cache/309/37122.sdf,29,29,P,11,C C C,6.0208,4.1606,8.4364,48.7924,87.6284,12.9525,35.2029,19.8026,9.7910,0.9273,18.3899
31,.stericx/kraken_dft_cache/31/32167.sdf,2,2,P,4,C C C,6.9742,3.0376,5.1132,35.1798,63.1809,13.3985,18.4513,5.0528,5.0470,0.8569,26.7689
310,.stericx/kraken_dft_cache/310/37151.sdf,12,12,P,13,C C C,6.2639,4.2569,7.2437,54.4717,97.8281,15.4052,39.5854,22.5406,21.9248,0.8693,25.4298
311,.stericx/kraken_dft_cache/311/37163.sdf,36,36,P,13,C C C,6.2274,4.1873,7.2944,49.0427,88.0780,12.7697,37.0024,22.0805,3.5084,0.9221,19.1719
312,.stericx/kraken_dft_cache/312/37199.sdf,35,35,P,10,C C C,6.9614,2.5507,8.4629,27.7077,49.7614,10.8320,14.5113,3.4638,2.3778,0.9383,17.1563
313,.stericx/kraken_dft_cache/313/37234.sdf,41,41,P,3,O O C,5.3895,2.3768,7.0907,28.3483,50.9119,9.3981,16.1159,5.9982,3.8581,0.9489,14.7305
314,.stericx/kraken_dft_cache/314/37275.sdf,25,25,P,6,C C C,8.6772,3.8009,7.3654,45.1360,81.0618,12.6304,33.0245,19.5069,4.0096,0.9232,18.9990
315,.stericx/kraken_dft_cache/315/37300.sdf,17,17,P,12,C C C,6.9886,4.7223,6.5679,49.7870,89.4146,15.5812,33.5409,17.0663,8.3573,0.8799,24.4633
316,.stericx/kraken_dft_cache/316/37317.sdf,24,24,P,16,N C C,7.1578,4.3529,7.3531,49.5819,89.0463,14.0065,35.0552,19.2881,5.1169,0.9124,20.5246
317,.stericx/kraken_dft_cache/317/37341.sdf,38,38,P,4,O O C,5.1343,3.2106,6.6245,36.9765,66.4078,10.7836,21.9797,10.5434,5.9562,0.9603,13.1538
318,.stericx/kraken_dft_cache/318/37379.sdf,48,48,P,5,N N C,5.4127,3.2979,6.5425,38.6062,69.3345,12.2793,22.5765,10.0153,5.8513,0.9127,20.0890
319,.stericx/kraken_dft_cache/319/37427.sdf,48,48,P,3,N N C,5.4524,3.1201,5.9066,35.8527,64.3895,11.7785,20.2546,7.7359,4.0796,0.9176,19.3184
32,.stericx/kraken_dft_cache/32/32169.sdf,24,24,P,4,C C C,6.8879,3.1562,6.3313,35.7152,64.1425,13.0551,19.8821,5.9207,1.8766,0.8886,23.2688
320,.stericx/kraken_dft_cache/320/37475.sdf,37,37,P,0,C C C,6.9801,4.3006,9.0226,51.8151,93.0571,12.9853,37.3578,21.2374,2.2729,0.9138,20.2172
321,.stericx/kraken_dft_cache/321/37512.sdf,18,18,P,14,C C C,6.9905,4.1688,8.2111,43.5131,78.1471,12.3041,31.1161,17.4366,3.2753,0.9194,19.6336
322,.stericx/kraken_dft_cache/322/37530.sdf,12,12,P,8,C C C,7.0064,4.2256,6.1820,54.0104,96.9996,15.8239,37.0299,18.5426,15.7122,0.8645,25.9968
323,.stericx/kraken_dft_cache/323/37542.sdf,6,6,P,4,C C C,6.2786,4.2512,8.2663,50.8762,91.3707,15.5160,37.1338,20.0579,19.2206,0.8714,25.0975
324,.stericx/kraken_dft_cache/324/37548.sdf,30,30,P,15,C C C,6.9785,4.0306,7.3291,50.1326,90.0354,13.0830,34.7078,19.0473,2.1214,0.9084,20.8846
326,.stericx/kraken_dft_cache/326/37580.sdf,34,34,P,10,C C C,7.6475,4.5474,7.4459,47.7369,85.7327,13.7245,33.0695,17.9786,4.7440,0.9249,18.8158
327,.stericx/kraken_dft_cache/327/37614.sdf,34,34,P,26,C C C,6.3555,4.7387,10.4197,54.5872,98.0355,12.7001,39.0751,22.1836,2.7858,0.9258,18.6991
328,.stericx/kraken_dft_cache/328/37648.sdf,23,23,P,7,C C C,9.0840,3.3372,6.7220,33.9332,60.9422,11.7036,19.3838,7.2571,2.9723,0.9213,19.3143
329,.stericx/kraken_dft_cache/329/37671.sdf,26,26,P,9,C C C,6.9907,3.6515,8.9751,48.8363,87.7072,13.4195,33.4224,18.3989,2.4128,0.9163,20.0248
33,.stericx/kraken_dft_cache/33/32193.sdf,35,35,P,20,C C C,7.2475,4.3159,7.9166,50.6978,91.0504,11.3629,35.5695,20.3905,4.7440,0.9242,18.8770
330,.stericx/kraken_dft_cache/330/37697.sdf,33,33,P,4,C C C,10.8514,4.2725,8.7967,59.5537,106.9551,14.3869,41.9200,24.2750,20.5960,0.8822,24.0066
331,.stericx/kraken_dft_cache/331/37730.sdf,2,2,P,4,C C C,6.9511,2.1693,6.1892,26.9860,48.4653,10.0008,15.3042,5.3034,2.2612,0.9364,16.4815
332,.stericx/kraken_dft_cache/332/37732.sdf,38,38,P,10,C C C,9.0516,4.2450,8.8688,54.6254,98.1042,13.6960,36.6186,20.6368,2.4011,0.9186,19.5818
333,.stericx/kraken_dft_cache/333/37770.sdf,39,39,P,8,C C C,8.6838,4.4091,7.8163,53.3331,95.7832,13.3807,38.3115,21.2102,2.8674,0.9230,19.1106
334,.stericx/kraken_dft_cache/334/37809.sdf,16,16,P,3,C C C,6.9928,3.6050,8.2492,49.2691,88.4844,12.7763,35.7939,20.2492,2.4827,0.9079,21.0349
335,.stericx/kraken_dft_cache/335/37825.sdf,15,15,P,11,C C C,6.9641,3.3013,7.3179,35.6313,63.9918,11.2037,24.4922,12.6513,4.4409,0.9328,17.8941
336,.stericx/kraken_dft_cache/336/37840.sdf,20,20,P,13,N C C,7.1602,4.5585,7.4239,49.3189,88.5739,13.3256,36.4749,21.5034,10.1873,0.9098,20.8768
337,.stericx/kraken_dft_cache/337/37860.sdf,19,19,P,4,C C C,6.9963,4.0799,8.3082,51.4333,92.3713,12.7982,37.4308,21.9236,2.4711,0.9143,20.1313
338,.stericx/kraken_dft_cache/338/37879.sdf,12,12,P,12,C C C,6.9524,4.5140,7.2453,49.1693,88.3052,15.2780,34.8823,18.2872,4.9538,0.8432,28.0305
339,.stericx/kraken_dft_cache/339/37891.sdf,2,2,P,12,C C C,5.2348,1.7674,6.4868,22.2969,40.0439,9.3014,11.3703,1.9640,1.0490,0.9768,9.7789
34,.stericx/kraken_dft_cache/34/32228.sdf,44,44,P,20,C C C,7.7407,3.7872,8.2932,49.5315,88.9558,11.5870,35.2324,20.1216,2.8091,0.9234,19.0494
340,.stericx/kraken_dft_cache/340/37893.sdf,8,8,P,16,C C C,6.2709,5.3518,10.4550,57.5991,103.4448,15.3596,39.6287,20.6004,19.2789,0.8718,25.0998
341,.stericx/kraken_dft_cache/341/37901.sdf,30,30,P,18,C C C,6.9880,4.2042,7.9935,55.9672,100.5140,13.5558,39.2035,21.6847,2.1797,0.9238,18.9966
342,.stericx/kraken_dft_cache/342/37931.sdf,25,25,P,2,C C C,6.9642,2.6621,7.9224,35.5376,63.8236,11.1207,23.5058,11.0727,3.7066,0.9218,19.3409
343,.stericx/kraken_dft_cache/343/37956.sdf,12,12,P,13,C C C,6.9565,2.6748,7.0052,34.6865,62.2950,11.0751,23.9315,12.4961,4.3710,0.9049,21.4378
344,.stericx/kraken_dft_cache/344/37968.sdf,7,7,P,9,C C C,6.9631,3.5506,7.1463,51.3045,92.1400,14.8729,30.4369,12.4518,12.4019,0.9429,16.1216
345,.stericx/kraken_dft_cache/345/37975.sdf,31,31,P,12,C C C,6.5289,3.1969,7.7800,38.2828,68.7537,11.8928,24.2492,11.8319,4.1495,0.9289,18.0746
346,.stericx/kraken_dft_cache/346/38006.sdf,4,4,P,2,C C C,6.6255,3.2100,7.0206,36.5184,65.5849,12.6700,20.8728,7.9726,7.9260,0.8664,25.2381
347,.stericx/kraken_dft_cache/347/38010.sdf,13,13,P,23,C C C,7.6912,4.9812,9.8421,57.6569,103.5485,16.0870,36.5225,18.5795,8.9051,0.7908,33.1033
348,.stericx/kraken_dft_cache/348/38023.sdf,9,9,P,2,C C C,6.8335,3.8046,7.4165,41.7409,74.9644,13.9703,27.0495,13.0559,7.1451,0.8602,26.0074
349,.stericx/kraken_dft_cache/349/38032.sdf,44,44,P,16,C C C,7.2426,4.7637,8.2027,56.9402,102.2614,16.3133,37.0576,18.6484,4.4875,0.8457,27.8235
35,.stericx/kraken_dft_cache/35/32272.sdf,24,24,P,16,C C C,8.3295,3.7185,8.5565,44.2944,79.5502,10.9833,30.4928,16.7088,5.5249,0.8991,21.9779
350,.stericx/kraken_dft_cache/350/38076.sdf,12,12,P,14,C C C,6.9481,4.5304,7.3132,52.2926,93.9146,15.0167,35.2232,18.4397,6.8886,0.8382,28.4719
351,.stericx/kraken_dft_cache/351/38088.sdf,13,13,P,2,C C C,9.1578,2.8387,4.9467,26.9765,48.4483,9.9443,14.3529,3.9747,2.5993,0.9358,17.4473
352,.stericx/kraken_dft_cache/352/38101.sdf,23,23,P,6,C C C,7.2924,4.1899,7.5495,46.8867,84.2059,13.8072,31.8703,16.9477,6.0261,0.9158,20.1041
353,.stericx/kraken_dft_cache/353/38124.sdf,42,42,P,18,C C C,7.3198,3.6523,8.0951,45.0126,80.8402,12.8815,29.1523,14.7783,3.7998,0.9308,17.9858
354,.stericx/kraken_dft_cache/354/38166.sdf,15,15,P,6,C C C,9.1490,2.4959,9.1168,28.2663,50.7646,11.2161,14.2902,2.2403,1.2938,0.9329,17.9608
355,.stericx/kraken_dft_cache/355/38181.sdf,9,9,P,8,C C C,6.8879,2.1299,7.4987,32.1327,57.7085,10.3440,19.1947,7.5323,2.3312,0.9400,16.5300
356,.stericx/kraken_dft_cache/356/38190.sdf,7,7,P,0,C C C,6.2018,2.7008,5.3681,33.9276,60.9321,12.1538,18.2082,5.4416,3.1005,0.8703,25.2443
357,.stericx/kraken_dft_cache/357/38197.sdf,16,16,P,5,C C C,6.1728,2.9509,5.4317,34.9932,62.8458,12.4514,19.3044,6.4166,3.2287,0.8735,24.9038
358,.stericx/kraken_dft_cache/358/38213.sdf,2,2,P,10,N N C,6.1871,1.7231,6.7774,26.8464,48.2147,9.0566,16.5397,5.3734,5.2918,0.9492,14.7709
36,.stericx/kraken_dft_cache/36/32296.sdf,2,2,P,4,C C C,6.9942,4.1710,11.1524,54.6891,98.2186,15.7471,42.7422,24.8970,24.2443,0.8586,26.5631
363,.stericx/kraken_dft_cache/363/38215.sdf,20,20,P,9,C C C,7.4578,4.4394,8.0458,47.5844,85.4589,11.6507,33.0125,18.4915,5.2568,0.9075,20.8318
364,.stericx/kraken_dft_cache/364/38235.sdf,44,44,P,9,C C C,7.5294,4.5509,8.1385,40.4299,72.6097,11.6546,27.2211,13.9855,3.9047,0.9068,21.0184
365,.stericx/kraken_dft_cache/365/38279.sdf,20,20,P,18,C C C,6.9686,3.4566,7.4342,56.0887,100.7322,14.0955,38.6009,21.7464,5.4666,0.8925,22.7579
366,.stericx/kraken_dft_cache/366/38299.sdf,26,26,P,4,C C C,9.6331,2.5407,11.6754,27.8914,50.0913,10.9745,14.0360,2.4675,1.3055,0.9368,17.2706
368,.stericx/kraken_dft_cache/368/38325.sdf,42,42,P,22,C C C,6.9698,4.2216,9.6173,53.4140,95.9285,13.6943,36.2779,19.2114,3.4735,0.9045,21.3006
369,.stericx/kraken_dft_cache/369/38367.sdf,84,84,P,29,C C C,7.0702,5.2021,13.2539,68.2998,122.6626,19.6480,41.1142,18.3696,9.4646,0.8054,31.9117
37,.stericx/kraken_dft_cache/37/32298.sdf,7,7,P,4,C C C,8.6850,3.9755,7.2228,56.3103,101.1301,15.4208,43.8179,23.4101,23.2069,0.8464,28.0080
370,.stericx/kraken_dft_cache/370/38411.sdf,26,26,P,16,C C C,6.8792,4.6562,10.5575,56.3261,101.1586,14.2229,38.8424,21.5419,16.7146,0.9544,13.8822
371,.stericx/kraken_dft_cache/371/38437.sdf,10,10,P,12,C C C,6.9657,4.7324,7.0359,49.8150,89.4650,15.3928,36.3373,19.6857,6.5623,0.8524,27.1033
372,.stericx/kraken_dft_cache/372/38447.sdf,8,8,P,5,C C C,6.9563,2.4600,7.1413,32.7030,58.7327,11.4840,19.0414,6.3889,3.6483,0.9057,21.3606
373,.stericx/kraken_dft_cache/373/38455.sdf,37,37,P,25,C C C,6.9481,5.0859,9.7019,60.4888,108.6344,15.3178,39.4723,21.1432,5.3734,0.8946,22.6224
374,.stericx/kraken_dft_cache/374/38492.sdf,9,9,P,1,C C C,3.5691,1.7921,6.1355,27.4735,49.3408,9.5591,18.4617,8.4272,3.4152,0.9469,15.6708
375,.stericx/kraken_dft_cache/375/38501.sdf,12,12,P,3,C C C,6.1278,2.6133,6.2780,27.3235,49.0714,10.6953,13.9686,2.4633,1.1889,0.9461,15.9897
376,.stericx/kraken_dft_cache/376/38513.sdf,25,25,P,9,C C C,7.2269,3.3328,7.8266,28.2531,50.7410,11.4839,13.9535,1.4276,1.3055,0.9356,17.5764
377,.stericx/kraken_dft_cache/377/38538.sdf,8,8,P,4,C C C,6.3733,2.6375,6.9027,28.4252,51.0500,11.1839,14.4533,2.1301,2.1097,0.9377,17.2315
378,.stericx/kraken_dft_cache/378/38546.sdf,10,10,P,4,C C C,6.4362,2.6397,6.8141,28.1536,50.5622,10.8994,14.5920,2.7671,2.4827,0.9348,17.6293
379,.stericx/kraken_dft_cache/379/38556.sdf,5,5,P,4,C C C,6.2233,2.5452,6.8930,27.4753,49.3442,10.7468,14.5955,3.2403,2.8440,0.9390,17.0105
38,.stericx/kraken_dft_cache/38/32305.sdf,27,27,P,2,C C C,8.5122,4.0605,7.3450,48.9183,87.8545,12.5003,38.1610,23.1746,6.0844,0.9037,21.5667
380,.stericx/kraken_dft_cache/380/38561.sdf,18,18,P,4,C C C,6.2085,2.5095,6.8127,26.7985,48.1286,10.4074,13.9366,2.9574,2.7508,0.9439,16.2367
381,.stericx/kraken_dft_cache/381/38579.sdf,12,12,P,3,C C C,6.1705,2.3669,6.2708,26.6166,47.8019,10.5360,13.3994,2.2214,1.0723,0.9482,15.6713
382,.stericx/kraken_dft_cache/382/38591.sdf,5,5,P,6,C C C,6.1129,2.8286,6.8837,29.1641,52.3770,10.7771,15.8707,4.9957,3.6716,0.9200,19.6139
383,.stericx/kraken_dft_cache/383/38596.sdf,28,28,P,9,O O O,7.6768,2.0321,8.8218,29.2515,52.5341,9.1919,16.7487,7.1701,5.7580,0.9609,13.0243
